CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Diretoria Estatutária;5.75;5.75;0.130000;489048.00;0.00;489048.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Conselho Fiscal;3.08;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2024-01-01;2024-12-31;Diretoria Estatutária;3.42;3.42;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2024-01-01;2024-12-31;Conselho Fiscal;1.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Diretoria Estatutária;4.25;4.25;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Conselho Fiscal;2.92;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2025-12-31;7;154761;MOVIDA PARTICIPACOES SA;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;1.00;0.000000;17060.00;0.00;17060.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2025-12-31;8;154275;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.08;4.08;0.000000;0.00;0.00;0.00
23.994.857/0001-70;2025-12-31;3;152224;ATOM EDUCAÇÃO E EDITORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
23.994.857/0001-70;2025-12-31;3;152224;ATOM EDUCAÇÃO E EDITORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
23.994.857/0001-70;2025-12-31;3;152224;ATOM EDUCAÇÃO E EDITORA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.994.857/0001-70;2025-12-31;3;152224;ATOM EDUCAÇÃO E EDITORA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
24.230.275/0001-80;2025-12-31;4;154520;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;2.840000;7.85;0.00;0.00
24.230.275/0001-80;2025-12-31;4;154520;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.08;5.08;2.840000;7.58;0.00;0.00
24.230.275/0001-80;2025-12-31;4;154520;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.67;6.67;3.050000;7.55;0.00;0.00
24.230.275/0001-80;2025-12-31;4;154520;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;7.00;7.00;3.510000;7.87;0.00;7.08
24.396.489/0001-20;2025-12-31;5;153813;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.42;3.00;0.830000;3.36;0.00;0.00
24.396.489/0001-20;2025-12-31;5;153813;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;5.00;0.930000;3.25;0.00;0.00
24.396.489/0001-20;2025-12-31;5;153813;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;4.00;1.110000;3.49;0.00;0.00
24.396.489/0001-20;2025-12-31;5;153813;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;4.00;1.110000;3.70;0.00;0.00
24.921.465/0001-43;2025-12-31;6;153714;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.92;0.00;0.000000;0.00;0.00;0.00
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;1.00;0.220000;0.00;0.00;0.00
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.92;0.00;0.000000;0.00;0.00;0.00
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;1.00;0.220000;4.37;0.00;4.01
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;1.00;0.210000;4.37;0.00;4.01
24.990.777/0001-09;2025-12-31;7;154732;GRUPO MATEUS S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
26.345.998/0001-50;2025-12-31;6;154573;TC S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.19;1.00;0.000000;0.00;0.00;1428.57
26.345.998/0001-50;2025-12-31;6;154573;TC S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;3.00;0.000000;195000.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
26.659.061/0001-59;2025-12-31;9;154657;MPM CORPÓREOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.67;2.00;0.070000;18.44;0.00;0.00
26.659.061/0001-59;2025-12-31;9;154657;MPM CORPÓREOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;4.42;0.570000;5.45;0.00;0.00
26.659.061/0001-59;2025-12-31;9;154657;MPM CORPÓREOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.08;2.00;0.070000;18.44;0.00;0.00
26.659.061/0001-59;2025-12-31;9;154657;MPM CORPÓREOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.67;5.00;0.710000;18.44;0.00;0.00
26.659.061/0001-59;2025-12-31;9;154657;MPM CORPÓREOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.75;0.00;0.000000;0.00;0.00;0.00
26.659.061/0001-59;2025-12-31;9;154657;MPM CORPÓREOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.25;4.50;0.530000;4.62;0.00;0.00
26.659.061/0001-59;2025-12-31;9;154657;MPM CORPÓREOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.66;0.00;0.000000;0.00;0.00;0.00
26.659.061/0001-59;2025-12-31;9;154657;MPM CORPÓREOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;3.00;0.530000;4.61;0.00;0.00
27.093.558/0001-15;2025-12-31;7;153822;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.42;2.00;0.170000;4.31;0.00;3.62
27.093.558/0001-15;2025-12-31;7;153822;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
27.093.558/0001-15;2025-12-31;7;153822;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.50;0.00;0.000000;0.00;0.00;0.00
28.019.100/0001-89;2025-12-31;3;154453;VIAPAULISTA S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
28.019.100/0001-89;2025-12-31;3;154453;VIAPAULISTA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.00;0.00;0.000000;0.00;0.00;0.00
28.195.667/0001-06;2025-12-31;10;154774;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;1.00;0.00;0.000000;0.00;0.00;0.00
29.780.061/0001-09;2025-12-31;6;154248;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.67;9.67;0.069000;29.84;0.00;29.84
29.780.061/0001-09;2025-12-31;6;154248;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.399000;33.57;0.00;33.57
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;3.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;3.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;1.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;5.00;5.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;6.00;5.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.90;4.00;4.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2025-01-01;2025-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2025-12-31;5;154570;TEGRA INCORPORADORA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;7.10;4.00;4.000000;0.00;0.00;0.00
30.540.991/0001-66;2025-12-31;3;154294;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
30.540.991/0001-66;2025-12-31;3;154294;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
30.540.991/0001-66;2025-12-31;3;154294;HAGA S.A. INDUSTRIA E COMERCIO;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
30.540.991/0001-66;2025-12-31;3;154294;HAGA S.A. INDUSTRIA E COMERCIO;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2025-12-31;12;154393;GRUPO TOKY S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;2.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2025-12-31;12;154393;GRUPO TOKY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;120.000000;19.90;0.00;0.00
31.553.627/0001-01;2025-12-31;12;154393;GRUPO TOKY S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;2.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2025-12-31;12;154393;GRUPO TOKY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;180.000000;14.30;0.00;0.00
31.553.627/0001-01;2025-12-31;12;154393;GRUPO TOKY S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;2.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2025-12-31;12;154393;GRUPO TOKY S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;205.000000;12.96;0.00;0.00
31.553.627/0001-01;2025-12-31;12;154393;GRUPO TOKY S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2025-12-31;12;154393;GRUPO TOKY S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;6.000000;8.12;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.75;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.08;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2025-01-01;2025-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2025-12-31;3;154664;VIX LOGÍSTICA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.17;0.00;0.000000;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;3.00;0.004000;524176.00;0.00;0.00
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.50;1.00;0.044000;6150000.00;0.00;0.00
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.67;4.00;0.018000;2488735.00;1100000.00;0.00
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.50;0.00;0.000000;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;4.00;0.001000;111672.00;0.00;0.00
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.42;4.00;0.002000;311672.00;0.00;0.00
33.035.536/0001-00;2025-12-31;2;153958;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;3.00;2.00;0.000000;0.00;0.00;0.00
33.035.536/0001-00;2025-12-31;2;153958;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
33.035.536/0001-00;2025-12-31;2;153958;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;3.00;2.00;0.000000;0.00;0.00;0.00
33.035.536/0001-00;2025-12-31;2;153958;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
33.035.536/0001-00;2025-12-31;2;153958;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Conselho de Administração;3.00;2.00;0.000000;0.00;0.00;0.00
33.035.536/0001-00;2025-12-31;2;153958;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
33.041.260/0652-90;2025-12-31;7;154184;GRUPO CASAS BAHIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.58;4.58;0.480000;5.11;0.00;0.00
33.041.260/0652-90;2025-12-31;7;154184;GRUPO CASAS BAHIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.44;0.00;0.000000;0.00;0.00;0.00
33.041.260/0652-90;2025-12-31;7;154184;GRUPO CASAS BAHIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.75;1.17;0.140000;128.50;0.00;0.00
33.041.260/0652-90;2025-12-31;7;154184;GRUPO CASAS BAHIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.480000;5.11;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.33;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.67;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2025-12-31;5;154437;MONTEIRO ARANHA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
